unit_id,kind,descendant_count,upper_flow,label,subtree_size,split_a,split_b,copy_index,left_flow,right_flow,down_flow,router_count,router_layer,router_wire,router_width,notes
LEAF_0000,taxon,1,1,leaf_1,1,,,,,,,,,,,Unique physical taxon unit; exactly one unit for this label.
R_m0002_L011_W00031,router,2,2,,2,,,,,,2,2,11,31,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00032,router,2,2,,2,,,,,,2,2,11,32,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00033,router,2,2,,2,,,,,,2,2,11,33,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00034,router,2,2,,2,,,,,,2,2,11,34,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00035,router,2,2,,2,,,,,,2,2,11,35,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00036,router,2,2,,2,,,,,,2,2,11,36,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00037,router,2,2,,2,,,,,,2,2,11,37,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00038,router,2,2,,2,,,,,,2,2,11,38,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00039,router,2,2,,2,,,,,,2,2,11,39,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00040,router,2,2,,2,,,,,,2,2,11,40,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00041,router,2,2,,2,,,,,,2,2,11,41,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00042,router,2,2,,2,,,,,,2,2,11,42,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00043,router,2,2,,2,,,,,,2,2,11,43,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00044,router,2,2,,2,,,,,,2,2,11,44,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00045,router,2,2,,2,,,,,,2,2,11,45,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00046,router,2,2,,2,,,,,,2,2,11,46,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00047,router,2,2,,2,,,,,,2,2,11,47,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00048,router,2,2,,2,,,,,,2,2,11,48,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00049,router,2,2,,2,,,,,,2,2,11,49,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00050,router,2,2,,2,,,,,,2,2,11,50,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00051,router,2,2,,2,,,,,,2,2,11,51,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00052,router,2,2,,2,,,,,,2,2,11,52,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00053,router,2,2,,2,,,,,,2,2,11,53,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00054,router,2,2,,2,,,,,,2,2,11,54,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00055,router,2,2,,2,,,,,,2,2,11,55,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00056,router,2,2,,2,,,,,,2,2,11,56,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00057,router,2,2,,2,,,,,,2,2,11,57,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00058,router,2,2,,2,,,,,,2,2,11,58,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00059,router,2,2,,2,,,,,,2,2,11,59,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00060,router,2,2,,2,,,,,,2,2,11,60,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00061,router,2,2,,2,,,,,,2,2,11,61,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00062,router,2,2,,2,,,,,,2,2,11,62,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00063,router,2,2,,2,,,,,,2,2,11,63,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00064,router,2,2,,2,,,,,,2,2,11,64,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00065,router,2,2,,2,,,,,,2,2,11,65,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00066,router,2,2,,2,,,,,,2,2,11,66,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00067,router,2,2,,2,,,,,,2,2,11,67,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00068,router,2,2,,2,,,,,,2,2,11,68,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00069,router,2,2,,2,,,,,,2,2,11,69,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00070,router,2,2,,2,,,,,,2,2,11,70,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00071,router,2,2,,2,,,,,,2,2,11,71,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00072,router,2,2,,2,,,,,,2,2,11,72,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00073,router,2,2,,2,,,,,,2,2,11,73,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00074,router,2,2,,2,,,,,,2,2,11,74,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00075,router,2,2,,2,,,,,,2,2,11,75,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00076,router,2,2,,2,,,,,,2,2,11,76,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00077,router,2,2,,2,,,,,,2,2,11,77,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00078,router,2,2,,2,,,,,,2,2,11,78,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00079,router,2,2,,2,,,,,,2,2,11,79,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00080,router,2,2,,2,,,,,,2,2,11,80,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00081,router,2,2,,2,,,,,,2,2,11,81,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00082,router,2,2,,2,,,,,,2,2,11,82,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00083,router,2,2,,2,,,,,,2,2,11,83,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00084,router,2,2,,2,,,,,,2,2,11,84,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00085,router,2,2,,2,,,,,,2,2,11,85,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00086,router,2,2,,2,,,,,,2,2,11,86,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00087,router,2,2,,2,,,,,,2,2,11,87,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00088,router,2,2,,2,,,,,,2,2,11,88,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00089,router,2,2,,2,,,,,,2,2,11,89,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00090,router,2,2,,2,,,,,,2,2,11,90,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00091,router,2,2,,2,,,,,,2,2,11,91,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00092,router,2,2,,2,,,,,,2,2,11,92,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00093,router,2,2,,2,,,,,,2,2,11,93,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00094,router,2,2,,2,,,,,,2,2,11,94,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00095,router,2,2,,2,,,,,,2,2,11,95,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00096,router,2,2,,2,,,,,,2,2,11,96,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00097,router,2,2,,2,,,,,,2,2,11,97,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00098,router,2,2,,2,,,,,,2,2,11,98,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00099,router,2,2,,2,,,,,,2,2,11,99,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00100,router,2,2,,2,,,,,,2,2,11,100,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00101,router,2,2,,2,,,,,,2,2,11,101,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00102,router,2,2,,2,,,,,,2,2,11,102,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00103,router,2,2,,2,,,,,,2,2,11,103,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00104,router,2,2,,2,,,,,,2,2,11,104,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00105,router,2,2,,2,,,,,,2,2,11,105,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00106,router,2,2,,2,,,,,,2,2,11,106,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00107,router,2,2,,2,,,,,,2,2,11,107,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00108,router,2,2,,2,,,,,,2,2,11,108,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00109,router,2,2,,2,,,,,,2,2,11,109,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00110,router,2,2,,2,,,,,,2,2,11,110,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00111,router,2,2,,2,,,,,,2,2,11,111,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00112,router,2,2,,2,,,,,,2,2,11,112,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00113,router,2,2,,2,,,,,,2,2,11,113,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00114,router,2,2,,2,,,,,,2,2,11,114,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00115,router,2,2,,2,,,,,,2,2,11,115,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00116,router,2,2,,2,,,,,,2,2,11,116,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00117,router,2,2,,2,,,,,,2,2,11,117,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00118,router,2,2,,2,,,,,,2,2,11,118,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00119,router,2,2,,2,,,,,,2,2,11,119,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00120,router,2,2,,2,,,,,,2,2,11,120,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00121,router,2,2,,2,,,,,,2,2,11,121,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00122,router,2,2,,2,,,,,,2,2,11,122,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00123,router,2,2,,2,,,,,,2,2,11,123,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00124,router,2,2,,2,,,,,,2,2,11,124,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00125,router,2,2,,2,,,,,,2,2,11,125,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00126,router,2,2,,2,,,,,,2,2,11,126,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L011_W00127,router,2,2,,2,,,,,,2,2,11,127,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00000,router,2,2,,2,,,,,,2,2,12,0,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00001,router,2,2,,2,,,,,,2,2,12,1,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00002,router,2,2,,2,,,,,,2,2,12,2,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00003,router,2,2,,2,,,,,,2,2,12,3,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00004,router,2,2,,2,,,,,,2,2,12,4,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00005,router,2,2,,2,,,,,,2,2,12,5,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00006,router,2,2,,2,,,,,,2,2,12,6,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00007,router,2,2,,2,,,,,,2,2,12,7,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00008,router,2,2,,2,,,,,,2,2,12,8,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00009,router,2,2,,2,,,,,,2,2,12,9,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00010,router,2,2,,2,,,,,,2,2,12,10,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00011,router,2,2,,2,,,,,,2,2,12,11,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00012,router,2,2,,2,,,,,,2,2,12,12,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00013,router,2,2,,2,,,,,,2,2,12,13,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00014,router,2,2,,2,,,,,,2,2,12,14,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00015,router,2,2,,2,,,,,,2,2,12,15,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00016,router,2,2,,2,,,,,,2,2,12,16,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00017,router,2,2,,2,,,,,,2,2,12,17,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00018,router,2,2,,2,,,,,,2,2,12,18,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00019,router,2,2,,2,,,,,,2,2,12,19,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00020,router,2,2,,2,,,,,,2,2,12,20,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00021,router,2,2,,2,,,,,,2,2,12,21,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00022,router,2,2,,2,,,,,,2,2,12,22,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00023,router,2,2,,2,,,,,,2,2,12,23,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00024,router,2,2,,2,,,,,,2,2,12,24,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00025,router,2,2,,2,,,,,,2,2,12,25,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00026,router,2,2,,2,,,,,,2,2,12,26,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00027,router,2,2,,2,,,,,,2,2,12,27,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00028,router,2,2,,2,,,,,,2,2,12,28,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00029,router,2,2,,2,,,,,,2,2,12,29,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00030,router,2,2,,2,,,,,,2,2,12,30,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00031,router,2,2,,2,,,,,,2,2,12,31,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00032,router,2,2,,2,,,,,,2,2,12,32,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00033,router,2,2,,2,,,,,,2,2,12,33,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00034,router,2,2,,2,,,,,,2,2,12,34,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00035,router,2,2,,2,,,,,,2,2,12,35,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00036,router,2,2,,2,,,,,,2,2,12,36,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00037,router,2,2,,2,,,,,,2,2,12,37,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00038,router,2,2,,2,,,,,,2,2,12,38,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00039,router,2,2,,2,,,,,,2,2,12,39,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00040,router,2,2,,2,,,,,,2,2,12,40,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00041,router,2,2,,2,,,,,,2,2,12,41,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00042,router,2,2,,2,,,,,,2,2,12,42,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00043,router,2,2,,2,,,,,,2,2,12,43,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00044,router,2,2,,2,,,,,,2,2,12,44,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00045,router,2,2,,2,,,,,,2,2,12,45,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00046,router,2,2,,2,,,,,,2,2,12,46,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00047,router,2,2,,2,,,,,,2,2,12,47,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00048,router,2,2,,2,,,,,,2,2,12,48,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00049,router,2,2,,2,,,,,,2,2,12,49,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00050,router,2,2,,2,,,,,,2,2,12,50,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00051,router,2,2,,2,,,,,,2,2,12,51,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00052,router,2,2,,2,,,,,,2,2,12,52,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00053,router,2,2,,2,,,,,,2,2,12,53,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00054,router,2,2,,2,,,,,,2,2,12,54,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00055,router,2,2,,2,,,,,,2,2,12,55,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00056,router,2,2,,2,,,,,,2,2,12,56,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00057,router,2,2,,2,,,,,,2,2,12,57,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00058,router,2,2,,2,,,,,,2,2,12,58,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00059,router,2,2,,2,,,,,,2,2,12,59,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00060,router,2,2,,2,,,,,,2,2,12,60,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00061,router,2,2,,2,,,,,,2,2,12,61,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00062,router,2,2,,2,,,,,,2,2,12,62,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00063,router,2,2,,2,,,,,,2,2,12,63,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00064,router,2,2,,2,,,,,,2,2,12,64,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00065,router,2,2,,2,,,,,,2,2,12,65,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00066,router,2,2,,2,,,,,,2,2,12,66,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00067,router,2,2,,2,,,,,,2,2,12,67,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00068,router,2,2,,2,,,,,,2,2,12,68,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00069,router,2,2,,2,,,,,,2,2,12,69,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00070,router,2,2,,2,,,,,,2,2,12,70,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00071,router,2,2,,2,,,,,,2,2,12,71,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00072,router,2,2,,2,,,,,,2,2,12,72,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00073,router,2,2,,2,,,,,,2,2,12,73,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00074,router,2,2,,2,,,,,,2,2,12,74,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00075,router,2,2,,2,,,,,,2,2,12,75,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00076,router,2,2,,2,,,,,,2,2,12,76,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00077,router,2,2,,2,,,,,,2,2,12,77,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00078,router,2,2,,2,,,,,,2,2,12,78,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00079,router,2,2,,2,,,,,,2,2,12,79,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00080,router,2,2,,2,,,,,,2,2,12,80,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00081,router,2,2,,2,,,,,,2,2,12,81,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00082,router,2,2,,2,,,,,,2,2,12,82,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00083,router,2,2,,2,,,,,,2,2,12,83,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00084,router,2,2,,2,,,,,,2,2,12,84,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00085,router,2,2,,2,,,,,,2,2,12,85,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00086,router,2,2,,2,,,,,,2,2,12,86,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00087,router,2,2,,2,,,,,,2,2,12,87,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00088,router,2,2,,2,,,,,,2,2,12,88,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00089,router,2,2,,2,,,,,,2,2,12,89,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00090,router,2,2,,2,,,,,,2,2,12,90,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00091,router,2,2,,2,,,,,,2,2,12,91,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00092,router,2,2,,2,,,,,,2,2,12,92,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00093,router,2,2,,2,,,,,,2,2,12,93,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00094,router,2,2,,2,,,,,,2,2,12,94,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00095,router,2,2,,2,,,,,,2,2,12,95,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00096,router,2,2,,2,,,,,,2,2,12,96,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00097,router,2,2,,2,,,,,,2,2,12,97,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00098,router,2,2,,2,,,,,,2,2,12,98,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00099,router,2,2,,2,,,,,,2,2,12,99,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00100,router,2,2,,2,,,,,,2,2,12,100,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00101,router,2,2,,2,,,,,,2,2,12,101,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00102,router,2,2,,2,,,,,,2,2,12,102,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00103,router,2,2,,2,,,,,,2,2,12,103,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00104,router,2,2,,2,,,,,,2,2,12,104,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00105,router,2,2,,2,,,,,,2,2,12,105,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00106,router,2,2,,2,,,,,,2,2,12,106,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00107,router,2,2,,2,,,,,,2,2,12,107,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00108,router,2,2,,2,,,,,,2,2,12,108,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00109,router,2,2,,2,,,,,,2,2,12,109,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00110,router,2,2,,2,,,,,,2,2,12,110,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00111,router,2,2,,2,,,,,,2,2,12,111,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00112,router,2,2,,2,,,,,,2,2,12,112,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00113,router,2,2,,2,,,,,,2,2,12,113,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00114,router,2,2,,2,,,,,,2,2,12,114,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00115,router,2,2,,2,,,,,,2,2,12,115,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00116,router,2,2,,2,,,,,,2,2,12,116,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00117,router,2,2,,2,,,,,,2,2,12,117,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00118,router,2,2,,2,,,,,,2,2,12,118,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00119,router,2,2,,2,,,,,,2,2,12,119,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00120,router,2,2,,2,,,,,,2,2,12,120,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00121,router,2,2,,2,,,,,,2,2,12,121,128,Compact count-2 Beneš wire unit; upper/down flow=2.
R_m0002_L012_W00122,router,2,2,,2,,,,,,2,2,12,122,128,Compact count-2 Beneš wire unit; upper/down flow=2.
